Station,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
Sagaranten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.84,70.97,36.67,80.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,38.71,100,100,100,100,100,93.33,83.87,93.55,34.48,100,100,100,100,100,100,100,100,100,100
Samarinda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71,25.81,100,96.77,96.67,80.65,100,100,100,96.67,90.32,100,100,100,100,100,100,100,100,100,100,100,90.32,100,100,100,100,93.55,100,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,67.74,83.33,100,96.77,100,96.77,100,100,100,100,100,100,54.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.87,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,93.55
Sampoiniet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,70,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Sangata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.35,100,100,96.77,100,87.1,70.97,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,96.77
Sangihe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,96.67,77.42,100,93.33,96.77,100,96.77,100,100,100,100,100,100,100,100,100,16.13,6.67,90.32,100,100,100,100,93.55,100,100,100,80,19.35,100,96.77,87.1,3.45,0,0,0,0,45.16,0,0,0,0,54.84,45.16,0,0,46.67,100,100,100,100,100,100,90,100,35.48,0,0,0,0,0,0,0,0,0,26.67,100,96.77,100,0,100,100,100,100,100,80,100,93.33,90.32,100,100,100,96.67,100,100,100,100,86.67,100,100,100
Sangir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.65,100,40,100,100,100,100,100,100,100,96.77,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,6.45,0,54.84,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Sangir Balai Janggo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,51.61,0,0,6.45,100,93.55,100,100,100,75,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Sarmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,83.87,100,100,100,100,77.42,29.03,82.14,87.1,90,58.06,3.33,0,0,0,6.45,3.33,48.39,100,100,100,100,93.55,100,100,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.87,83.33,90.32,100,100,100,100,100,100,100,9.68,0,0,23.33,96.77
Sarolangun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,51.61,100,87.1,77.42,96.43,100,100,87.1,100,100,100,80,25.81,100,45.16,6.45,0,0,0,0,0,3.23,0,0,22.58,46.67,22.58,3.23,17.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.06,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Saumlaki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.86,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Sawahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.615,45,50,48.335,41.935,50,3.335,50,50,48.385,50,50,50,50,50,50,50,50,50,50,50,45.16,50,48.215,50,50,46.775,50,50,50,40,9.675,50,48.385,43.55,1.725,0,0,0,0,33.87,43.55,30,100,100,61.29,50,50,50,53.335,46.775,50,50,50,50,50,50,50,40.325,44.645,50,50,50,50,50,50,100,30.645,95,82.26,100,98.215,0,98.335,100,100,100,100,100,100,91.665,67.74,83.87,58.62,20.97,0,0,0,0,0,0,0,0,0
Sawit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,93.33,87.1,83.33,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,93.33,100,100,100,100,96.67,100,100,100,100,100,93.55,93.33,100,100,100,100,100,100
Sekincau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,96.77,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.45,93.33,77.42,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Sekotong Tengah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,60,0,0,0,0,0,35.48,100,100,100,100,100,100,100,100,100,100,100,87.1,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,90.32,100,100,100,100,100,100,100
Seluma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.52,100,36.67,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,58.06,80,100,100,100,100,100,54.84,100,100,100,100,0,96.67,100,100,100,100,100,93.55,76.67,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Semarang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.87,96.67,100,100,100,0,100,96.77,100,100,100,100,100,93.33,90.32,100,100,100,100,93.55,100,100,100,100,100,100,100
Semendo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,71.43,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Senggi -Towe Hitam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,60,0,0,0,0,0,35.48,100,100,100,100,35.48,0,0,0,0,0,0,0,70,100,83.87,100,0,90,100,93.33,87.1,100,40,100,93.33,80.65,100,100,100,100,100,100,100,96.77,100,100,100,100
Senori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,96.67,100,100,100,100,100,87.1,100,100,100,100,100,96.67,100,100,100,0,100,100,100,93.55,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Sentani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,60,0,0,0,0,0,35.48,100,54.84,12.9,0,3.23,0,35.48,53.33,16.13,0,0,0,66.67,100,100,100,0,100,100,100,93.55,96.77,100,100,93.33,90.32,100,100,96.77,100,100,100,100,96.77,100,100,100,100
Seram Barat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,60,0,0,0,0,0,35.48,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,70,100,100,100,77.42,93.33,83.87,100,100,100,100,96.77,86.67,90.32,100,100,100,100,100
Seram Utara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,35.48,71.43,100,96.67,93.55,100,96.77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.1,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,35.48,0,0,0,0,0
Seram Utara Timur Seti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,36.67,96.77,100,100,100,100,100,80,93.55,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,87.1,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,35.48,0,0,0,0,0
Serang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,83.87,90,77.42,100,66.67,77.42,100,58.06,100,100,100,100,100,100,100,100,73.33,61.29,70,41.94,100,100,100,100,93.55,100,100,100,80,19.35,100,96.77,87.1,3.45,0,0,0,0,3.23,0,30,100,100,100,96.77,100,96.77,100,93.55,100,100,100,100,100,90,100,100,100,100,90,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Serang Panjang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,60,0,0,0,0,0,35.48,70,61.29,77.42,71.43,80.65,83.33,70.97,83.33,90.32,100,100,87.1,80,61.29,80.65,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Seririt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,60,0,0,0,0,0,35.48,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,66.67,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Serui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,96.67,83.87,100,100,100,70,3.23,0,0,0,0,0,0,0,0,6.67,0,0,64.52,100,100,100,100,93.55,100,100,100,80,25.81,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.32,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Siak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.87,96.67,100,100,100,0,100,83.87,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Sidey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,60,0,0,0,0,0,35.48,100,100,83.87,92.86,90.32,100,93.55,60,48.39,58.06,56.67,6.45,53.33,38.71,48.39,78.57,0,100,100,100,100,80.65,100,100,93.33,90.32,100,100,100,96.67,87.1,100,74.19,100,100,100,60,100
Sidikalang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,93.33,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,83.87,100,100,100,100,100,100,100
Sidoarjo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,80.65,53.33,96.77,77.42,50,90.32,100,93.55,100,80.65,100,100,100,100,100,90.32,64.29,90.32,93.33,100,100,100,100,100,80.65,96.67,74.19,83.87,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Sidrap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,77.42,22.58,36.67,0,10,96.77,38.71,0,0,36.67,0,0,0,90.32,100,100,100,100,100,100,100,100,93.55,100,100,16.13,0,0,0,0,87.1,3.45,0,0,0,0,3.23,0,36.67,100,90,100,74.19,0,0,3.33,0,0,0,0,0,0,16.67,100,100,100,100,100,100,100,100,100,3.33,0,0,0,0,0,0,0,0,0,0,0,0,83.87,86.67,90.32,100,100,100,100,100,100,100,6.45,100,100,43.33,100
Silaut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,93.33,41.94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.1,96.67,100,100,100,0,56.67,100,100,100,100,100,100,93.33,90.32,100,44.83,100,100,100,100,100,100,100,100,100,100
Silih Nara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.1,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Simpang Empat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.29,77.42,26.67,93.55,100,90.32,90.32,78.57,77.42,90,80.65,100,100,100,96.67,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,100,96.67,100,100,100,87.1,86.67,83.87,83.87,100,93.55,100,83.87,100,100,100,100,100,100,100
Simpati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,93.55,57.14,58.06,73.33,93.55,100,100,45.16,93.33,100,100,100,100,100,100,100,100,100,100,100,100,87.1,96.67,90.32,12.9,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,93.33,74.19
Sinabang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,83.87,100,100,100,100,96.77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,93.33,87.1,96.67,100,100,80,25.81,100,96.77,87.1,3.45,0,0,0,0,35.48,0,33.33,100,90,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.71,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Sindue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,93.55,100,100,100,100,93.55,100,100,100,96.67,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,96.77,100,100,100,100,90,100,100,100,90.32,100,100
Singaraja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.55,10,74.19,100,83.87,100,100,100,100,96.77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,93.55,100,100,100,80,25.81,100,96.77,87.1,3.45,0,0,0,0,0,0,33.33,100,86.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.29,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Singkawang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.86,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Sipora Selatan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,63.33,0,0,0,0,0,35.48,33.33,19.35,100,100,100,100,100,100,100,100,100,6.45,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,83.87,100,100,100,100,74.19,93.33,100,100,100
Siritaun Wida Timur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,36.67,90.32,83.33,93.55,100,100,100,100,90.32,83.33,87.1,90.32,100,100,100,100,100,100,96.77,100,100,100,100,100,100,87.1,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,86.21,45.16,40,12.9,100,100,100,96.67,100,100,100
Sirombu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,13.33,100,100,100,100,100,100,20,0,0,64.52,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.1,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,96.67,100,100,100
Sitellu Tali Urang Julu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.1,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Siulak Mukai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,58.06,33.33,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,20,54.84,100,100,87.1,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,90,77.42,100,100
Sleman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,96.67,100,100,96.43,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Socah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,90.32,96.77,86.67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,93.33,100,100,96.55,83.87,100,100,100,93.55,100,100,100,100,100
